cnpj,abreviado,nome,classificacao
61585865337202,RAIA ES,RAIA DROGASIL S/A,CIF
88212113111947,SÃO JOÃO FAR,COMERCIO DE MEDICAMENTOS BRAIR LTDA,CIF
10344758000109,ALEMOLDE,ALEMOLDE INDUSTRIA E COMERCIO DE EMBALAGENS DE MATERIAL PLASTICO LTDA,NAO_CONSIDERAR
41550495000100,SIMPLES TRAD,ST MARTECH TECNOLOGY LTDA.,NAO_CONSIDERAR
06036468000112,FOCO ASSESSO,FOCO ASSESSORIA E CONSULTORIA LEGISLATIVA LTDA,NAO_CONSIDERAR
56145589000170,KFG,KFG PARTICIPACOES LTDA,NAO_CONSIDERAR
15436940003706,AMAZON MG 2,AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,CIF
15436940003544,AMAZON RJ 2,AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.,CIF
15436940003463,AMAZON DF 1,AMAZON SERVICOS DE VAREJO DO BRASILLTDA.,CIF
57054794000193,THEBELLA,THEBELLA DISTRIBUIDORA E COMERCIO DE COSMETICOS LTDA,FOB
12006584000191,DROGARIA CID,DROGARIA CIDADE PAISAGEM LTDA,NAO_CONSIDERAR
55451074000136,DROGARIA BOM,DROGARIA BOM PASTOR DE ITAPETININGA LTDA-EPP,NAO_CONSIDERAR
71557680000197,DROGARIA MIR,DROGARIA MIRIM SOROCABA LTDA-ME,NAO_CONSIDERAR
74457243000190,DROGARIA BRI,DROGARIA BRIGADEIRO TOBIAS LTDA-EPP,NAO_CONSIDERAR
02607738000147,DROGARIA SAN,DROGARIA NOVA SANTA FE LTDA - ME,NAO_CONSIDERAR
15685374000327,M DE ARAUJO,G. L. L. M. DE ARAUJO - DROGARIA - FILIAL 02,NAO_CONSIDERAR
13140477000114,DROGARIA VIV,DROGARIA VIVA FARMA MOGI MIRIM LTDA,NAO_CONSIDERAR
15685374000408,ARAUJO DROG,G.L.L.M DE ARAUJO DROGARIA LTDA,NAO_CONSIDERAR
15685374000670,ARAUJO I,G.L.L.M DE ARAUJO DROGARIA LTDA,NAO_CONSIDERAR
30497822000190,MANGUE ARAUJ,L. H. MANGUE DE ARAUJO E ARAUJO DROGARIA LTDA,NAO_CONSIDERAR
20195724000145,DROGARIA TEI,DROGARIA TEIXEIRA & ARAUJO M.GUACU LTDA-ME,NAO_CONSIDERAR
54326301000139,DROGARIA VAL,DROGARIA MIRANTE DO VALE LTDA ME,NAO_CONSIDERAR
12855883000109,DROGARIA ESS,DROGARIA ESSENCIA AREIAS LTDA - MATRIZ,NAO_CONSIDERAR
47550314000121,MOREIRA E,MOREIRA E OLIVEIRA MEDICAMENTOS LTDA,NAO_CONSIDERAR
13737217000120,CARDOSO & SO,CARDOSO & SODERO BITENCOURT LTDA ME,NAO_CONSIDERAR
08044236000131,DROGARIA LAR,DROGARIA LARGO DO PAISSANDU LTDA - ME,NAO_CONSIDERAR
17280086000156,DROGARIA MAN,DROGARIA MANGUE & ARAUJO LTDA,NAO_CONSIDERAR
15329061000174,DANIELA CRIS,DANIELA CRISTINA SOUZA SANTOS - ME,NAO_CONSIDERAR
12312801000171,DROGARIA DOM,DROGARIA DOMINGUES & SANT ANA LTDA,NAO_CONSIDERAR
23056014000122,SAUDEBIG COM,SAUDEBIG COMERCIO DE MEDICAMENTOS LTDA,NAO_CONSIDERAR
34038090000202,DROGARIA ULT,DROGARIA ULTRA POPULAR DE ARARAS LTDA - FILIAL 01,NAO_CONSIDERAR
34038090000393,DROGARIA POP,DROGARIA ULTRA POPULAR DE ARARAS LTDA,NAO_CONSIDERAR
14854313000111,DROG ULT LIM,DROGARIA ULTRAPOPULAR LIMAO LTDA - EPP,NAO_CONSIDERAR
35580435000137,DROG ULT SC,DROGARIA ULTRAPOPULAR SANTA CECILIA LTDA,NAO_CONSIDERAR
43549179000143,DROGALENE LT,DROGALENE LTDA,NAO_CONSIDERAR
51666022000126,DROGALELLA L,DROGALELLA LTDA - EPP,NAO_CONSIDERAR
02607738000228,DROG NOVA,DROGARIA NOVA SANTA FE LTDA - FILIAL 01,NAO_CONSIDERAR
03485266000160,DROGARIA MAR,DROGARIA MARIUSA LTDA - EPP - MATRIZ,NAO_CONSIDERAR
09577887000150,M. T. DE ARA,M. T. DE ARAUJO - DROGARIA,NAO_CONSIDERAR
15685374000165,G. L. L. M.,G. L. L. M. DE ARAUJO - DROGARIA,NAO_CONSIDERAR
15685374000246,G. L. L. M,G. L. L. M. DE ARAUJO - DROGARIA - 11,NAO_CONSIDERAR
15685374000599,G. L. L M.,G.L.L.M DE ARAUJO DROGARIA LTDA - (MAXI),NAO_CONSIDERAR
29930498000173,DROGARIA FAB,DROGARIA FABRIME LTDA,NAO_CONSIDERAR
34038090000121,DROG ULT POP,DROGARIA ULTRA POPULAR DE ARARAS LTDA ME,NAO_CONSIDERAR
02111827000106,ROBSON GONÇA,ROBSON GONÇALVES DA FONSECA TAUBATÉ ME,NAO_CONSIDERAR
03803912000270,DBB COMERCIO,DBB COMERCIO FARMACEUTICO LTDA - FILIAL 01,NAO_CONSIDERAR
03803912000351,DBB COMERCI,DBB COMERCIO FARMACEUTICO LTDA - FILIAL 03,NAO_CONSIDERAR
49536972000275,ELIMAR DROGA,ELIMAR DROGARIA LTDA - EPP - FILIAL 01,NAO_CONSIDERAR
50358415000100,DROG SANTAN,DROGARIA SANTANA SOROCABA LTDA-ME,NAO_CONSIDERAR
05234686000107,DROGARIA DUT,DROGARIA DUTRA VARO LTDA - EPP,NAO_CONSIDERAR
42940130000154,DROG DUTRA,DROGARIA DUTRA & SILVA LTDA,NAO_CONSIDERAR
37639126000200,ARCOZ LAPA,ARCOZ DISTRIBUIDORA LTDA,CIF
06057223046830,SENDAS CE 7,SENDAS DISTRIBUIDOR S/A,CIF
45503195000120,CAPITAL DROG,CAPITAL DROGARIA E PERFUMARIA LTDA,NAO_CONSIDERAR
18469209000164,Drogaria Dro,Drogaria Drogamaxi 30 Ltda,NAO_CONSIDERAR
03208878000105,LUZA DROGARI,Drogaria Drogamaxi 30 Ltda,NAO_CONSIDERAR
24412378000160,Vera Lucia d,Vera Lucia de Almeida Lima,NAO_CONSIDERAR
61412110137371,DSPNOVAODESS,DROGARIA SÃO PAULO - NOVA ODESSA,CIF
58507232000110,ALCANCE BR,ALCANCE BR LTDA,NAO_CONSIDERAR
61585865374159,RAIA ITUPEVA,RAIA DROGASIL S/A,CIF
01928075013501,DMA DISTRIBU,DMA DISTRIBUIDORA S/A,CIF
21378906001277,PORTO SECO,PORTO SECO SUL DE MINAS LTDA,CIF
43770912000155,Drogaria Gar,Drogaria e Perfumaria Garça,NAO_CONSIDERAR
11880769000168,FARMACIA GRU,FARMACIA GRUPO DESCONTAO LTDA,NAO_CONSIDERAR
11880769000591,FARMACIA DES,FARMACIA GRUPO DESCONTAO LTDA,NAO_CONSIDERAR
11880769000320,FARM DES,FARMACIA GRUPO DESCONTAO LTDA,NAO_CONSIDERAR
67925081000101,FARMACIA VIV,FARMACIA VIVER LTDA.,NAO_CONSIDERAR
58698849000160,RAIZES PHARM,Raízes Pharmacia Ltda,NAO_CONSIDERAR
23241113000184,TATIANE TEIX,TATIANE TEIXEIRA - DROGARIA,NAO_CONSIDERAR
23241113000265,TATIANE DROG,TATIANE TEIXEIRA - DROGARIA,NAO_CONSIDERAR
33786938000138,Drogaria Ita,Drogaria Italifarma Parque das americas Ltda,NAO_CONSIDERAR
10907521000180,DROGARIA RIO,DROGARIA RIOFARMA DE OSASCO LTDA,NAO_CONSIDERAR
45566844000132,DROGARIA TAN,DROGARIA TANJA FARMA LTDA,NAO_CONSIDERAR
55930524000173,Mota drogari,Mota drogaria Ltda,NAO_CONSIDERAR
10523519000108,Drogaria Acp,Drogaria Acpharma Ltda,NAO_CONSIDERAR
47047893000194,DROGARIA E P,DROGARIA E PERFUMARIA SAOLI LTDA,NAO_CONSIDERAR
27635459000118,DROGARIA MEP,DROGARIA MEP DA PAVUNA LTDA,NAO_CONSIDERAR
28327435000164,FARMACIA DRO,FARMACIA DROGA POPULAR DO MALLET LTDA,NAO_CONSIDERAR
47431041000104,DROGARIA MPP,DROGARIA MEP DE SANTA CRUZ LTDA,NAO_CONSIDERAR
55770270000173,DROGARIA RGR,DROGARIA MEP DO RIO GRANDE LTDA,NAO_CONSIDERAR
20983467000106,DROGARIA MEI,DROGARIA MEIRELES & SBARDELINI LTDA,NAO_CONSIDERAR
59351857000107,DROGARIA CEN,DROGARIA CENTRAL DA MERITI LTDA,NAO_CONSIDERAR
17588146000100,DROGAMAXI DR,DROGAMAXI DROGARIA LTDA,NAO_CONSIDERAR
29459325000119,ULTRAPOPULAR,ULTRACERES DROGARIA LTDA,NAO_CONSIDERAR
00484543000121,DROG. PARANA,DROGARIA PARANA LTDA,NAO_CONSIDERAR
29459325000208,ULTRA POPULA,ULTRACERES DROGARIA LTDA,NAO_CONSIDERAR
20884408000261,ULTRA NOVA,DROGARIAS ULTRA POPULAR NOVA ANDRADINA LTDA,NAO_CONSIDERAR
20884408000180,DROAGA ULTRA,DROGARIAS ULTRA POPULAR NOVA ANDRADINA LTDA,NAO_CONSIDERAR
22516839000110,DR. ULTRA,CML BRASIL COMERCIO DE MEDICAMENTOS LTDA,NAO_CONSIDERAR
34713312000164,ULTRA JP,ULTRA JP COMERCIO DE MEDICAMENTOS LTDA,NAO_CONSIDERAR
45676232000283,FARM. ULTRA,FARMACIA ULTRA POPULAR DE GOIAS LTDA,NAO_CONSIDERAR
45676232000364,F. ULTRA GO,FARMACIA ULTRA POPULAR DE GOIAS LTDA,NAO_CONSIDERAR
45676232000445,FARM. POPULA,FARMACIA ULTRA POPULAR DE GOIAS LTDA,NAO_CONSIDERAR
26145315000110,ULTRA. POPUL,FARMACIA ULTRA POPULAR DE GOIAS LTDA,NAO_CONSIDERAR
55360138000193,AC FARMA,AC FARMA DROGARIA LTDA.,NAO_CONSIDERAR
04878620000189,AC. FARMA,AC FARMA DROGARIA LTDA.,NAO_CONSIDERAR
21909642000340,FAR. MARTINS,FARMACIA MARTINS E ANDRADE LTDA,NAO_CONSIDERAR
41281983000169,M&A DROGARIA,DROGARIAS ULTRA POPULAR,NAO_CONSIDERAR
21136551000157,REALDROGAS L,REALDROGAS LTDA,NAO_CONSIDERAR
24690082000101,DR. MOREIRA,DROGARIA MOREIRA E ORDONES LTDA,NAO_CONSIDERAR
28325996000124,ULTRA JARDIM,DROGARIA ULTRA POPULAR JARDIM ATLANTICO,NAO_CONSIDERAR
19713710000197,SL DROGARIA,DROGARIA ULTRA POPULAR,NAO_CONSIDERAR
26169121000155,ULTRA P.,MARTINS DE PAULA COMERCIO LTDA,NAO_CONSIDERAR
26169121000317,ULTRA POP.,MARTINS DE PAULA COMERCIO LTDA,NAO_CONSIDERAR
21909642000188,AC FARMA M A,FARMACIA MARTINS E ANDRADE LTDA,NAO_CONSIDERAR
01206820004607,SC DIST PR,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
27201095000168,ULTRA SETOR,A Q DA COSTA LTDA,NAO_CONSIDERAR
27134933000390,ULTRA OFERTA,DROGARIA ULTRA OFERTA LTDA,NAO_CONSIDERAR
34081317000111,SNA FARMACÊU,DROGARIAS ULTRA POPULAR,NAO_CONSIDERAR
78533395000185,FAR. LEANDRO,DROGARIAS ULTRAPOPULAR,NAO_CONSIDERAR
11207491000162,"DROG, VIDA",DROGARIA VIDA BELLA LTDA,NAO_CONSIDERAR
11207491000243,"DROG, VIDA B",DROGARIA VIDA BELLA LTDA,NAO_CONSIDERAR
21559616000177,LAMBERT E AM,L.L.A. DROGARIA LAMBERT E ALMEIDA LTDA,NAO_CONSIDERAR
11421496000193,ATTIVA PROD.,ATTIVA PRODUTOS FARMACEUTICOS LTDA,NAO_CONSIDERAR
20868302000193,ULTRA SAUDE,ULTRA SAUDE FARMACEUTICA LTDA,NAO_CONSIDERAR
02852571000180,DROG. REAL,DROGARIA REAL FARMA DE OSASCO LTDA,NAO_CONSIDERAR
14169897001168,DROGACLARA,DROGARIA WANESSA LTDA,NAO_CONSIDERAR
17409785000153,UNIAO PHARMA,DROGARIA R & N LTDA,NAO_CONSIDERAR
05009812000111,ULTRA S.J. B,L A LABORATORIO FARMACEUTICO LTDA,NAO_CONSIDERAR
33971496000795,GOOXXY MG,GOOXXY BRASIL S.A.,CIF
58649393000149,S. VICENTE,DROGARIA SAO VICENTE RIACHO GRANDE LTDA,NAO_CONSIDERAR
13852178000293,F. BIOFARMA,JULIANA DE SOUZA PESSOA,NAO_CONSIDERAR
13008466000185,DROG MESSIAS,DROGARIA FORTALEZA LTDA,NAO_CONSIDERAR
01222587000146,DROG. MESSIA,DROGARIA VASCONCELOS LIMITADA,NAO_CONSIDERAR
57590879000196,DROG. ITOBI,DROGARIA ITOBI LTDA,NAO_CONSIDERAR
49435087000119,DONA FARMA,DROGARIA CENTRAL DE BANGU LTDA,NAO_CONSIDERAR
10209334000123,D. SAO PEDRO,DROGARIA PEDRO E SOUSA LTDA,NAO_CONSIDERAR
07757125000100,D. ATRACAO,DROGARIA ATRACAO DO MEIER LTDA,NAO_CONSIDERAR
03774634000190,DISK FRALDAS,C. F. BARROSO FRALDAS & MEDICAMENTOS,NAO_CONSIDERAR
33995044000158,DROG. JOVEM,DROGARIA JOVEM DA PIEDADE LTDA,NAO_CONSIDERAR
06626253149031,PAGUE M. PB,EMPREENDIMENTOS PAGUE MENOS S/A,CIF
06626253149384,PAGUE M PB,EMPREENDIMENTOS PAGUE MENOS S/A,CIF
37351602000284,BELA ES,"BELA COM. IMP. E EXP., FAB. DE PRODUTOS E EQUIPAMENTOS LTDA",CIF
37351602000101,BELA MG,"BELA COMERCIO IMPORTACAO E EXPORTACAO, FABRICACAO DE PRODUTOS E",NAO_CONSIDERAR
37351602000608,BELA SC,"BELA COMERCIO IMPORTACAO E EXPORTACAO, FABRICACAO DE PRODUTOS E",NAO_CONSIDERAR
33438250076147,PACHECO CD V,DROGARIAS PACHECO S/A,CIF
50780359000105,DROGAMAXI MT,DROGARIAS MAXI POPULAR,NAO_CONSIDERAR
11969857000130,FARMA BRATOL,BRATOL - COM. DE PROD. FARMACEUTICOS LTDA,NAO_CONSIDERAR
13043546000171,DROGA ULTRA,DROGARIAS ULTRA POPULAR,NAO_CONSIDERAR
05009272000176,FARMACEU,FARMACEU DROGARIA LTDA,NAO_CONSIDERAR
05009272000338,FARMACEU DR,FARMACEU DROGARIA LTDA,NAO_CONSIDERAR
02997350000108,ULTRA POP,DROGARIAS ULTRA POPULAR,NAO_CONSIDERAR
22729846000108,J & C ULTRA,DROGARIA ULTRA POPULAR,NAO_CONSIDERAR
43267239000135,ANG DROGARIA,ANG DROGARIA LTDA,NAO_CONSIDERAR
03712406000276,BOM REPOUSO,DROGA CENTRO DE BOM REPOUSO LTDA,NAO_CONSIDERAR
29285269000224,DROG. CAMPOS,DROGARIA CAMPOS ELISEOS LTDA - FILIAL 01,NAO_CONSIDERAR
04050862000180,OLIVEIRA & I,OLIVEIRA & IBANHEZ LTDA,NAO_CONSIDERAR
04050862000260,OLIVEIRA &,OLIVEIRA & IBANHEZ LTDA,NAO_CONSIDERAR
04050862000341,FARMATOTAL,OLIVEIRA & IBANHEZ LTDA,NAO_CONSIDERAR
27545412000244,ULTRA RIO C.,C. J. DA SILVA & CIA LTDA,NAO_CONSIDERAR
27545412000406,DIAMANTINO,C. J. DA SILVA & CIA LTDA,NAO_CONSIDERAR
27545412000163,BRASNORTE,C. J. DA SILVA & CIA LTDA,NAO_CONSIDERAR
15436940001258,AMAZON GRU,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
52969068000187,MAIS BARATO,DROGARIA RAPIDA TIRADENTES LTDA,NAO_CONSIDERAR
28377943000157,DROGA COSMO,DROGA COSMO LTDA,NAO_CONSIDERAR
48597785000158,JORDAFARMA,JORDAFARMA LTDA,NAO_CONSIDERAR
53640064000113,CMC FARMA,CMC FARMA LTDA,NAO_CONSIDERAR
62172730000127,PERFARMA,DROGARIA PERFARMA LTDA,NAO_CONSIDERAR
46618443000141,SAO LOURENCO,DROGARIA SAO LOURENCO LTDA,NAO_CONSIDERAR
55365750000159,DF SAUDE,DROGA ISIS LTDA,NAO_CONSIDERAR
26542337000114,ULTRA VIP,VIP EMPREENDIMENTOS FARMACEUTICOS LTDA,NAO_CONSIDERAR
34430187000185,DROG. LIDER,DROGARIA LIDER,NAO_CONSIDERAR
63373224000169,DRG. MUNDIAL,DROGARIA RAINHA DA ABOLICAO LTDA,NAO_CONSIDERAR
39319632000158,DROG. ISAS,DROGARIA ISAS LTDA,NAO_CONSIDERAR
12163373000162,CRISTINA FAR,JC SIQUEIRA DROGARIA LTDA,NAO_CONSIDERAR
43625543000107,CRIS. FARMA,CRISTINA FARMA DROGARIA LTDA.,NAO_CONSIDERAR
09118677000101,DRG. RAFAELA,DROGARIA RAFAELA DE OSASCO LTDA,NAO_CONSIDERAR
40734826000107,KFARMA,KFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,NAO_CONSIDERAR
12225997000167,DROG MUNDIAL,DROGARIA RAFAELA LTDA,NAO_CONSIDERAR
10915021000190,TOP ALTO,TOP ALTO PARTICIPACOES E COMERCIO LTDA,CIF
24907925000189,Drog. PRO VD,Drogaria pro vida LTDA,NAO_CONSIDERAR
21471885000187,FARMACAMPOS,ZMC DROGARIA COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA,NAO_CONSIDERAR
23546448000100,DSG FARMA,RIBEIRO & CIA LTDA,NAO_CONSIDERAR
69294643000191,MONTE KEMEL,DROGARIA MONTE KEMEL LIMITADA,NAO_CONSIDERAR
36687681000155,LCAMPOS,LCAMPOS COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA,NAO_CONSIDERAR
52201528000122,FCAMPOS DROG,FCAMPOS SUZANO DROGARIA LTDA,NAO_CONSIDERAR
62547923000115,FARMA CAMPOS,FARMA CAMPOS TAUBATE LTDA,NAO_CONSIDERAR
16753056000157,DROG. BARATO,DROGARIA LIDER DO LARANJAL LTDA,NAO_CONSIDERAR
53573934000189,D. M. BARATO,DROGARIA LIDER DAS MISSOES LTDA,NAO_CONSIDERAR
