cnpj,abreviado,nome,classificacao
61412110066768,DSPOSASCO II,DROGARIA SAO PAULO S A,CIF
52134798001563,INTEC SP,INTEGRAÇÃO NACIONAL DE TRANSPORTES DE ENCOMENDAS E CARGAS LTDA,NAO_CONSIDERAR
07224991001379,NAZARIA PA,NAZARIA DISTR DE PRODS FARMACEUTICOS LTDA,CIF
66471517000177,DPC,DPC DISTRIBUIDOR ATACADISTA S/A,CIF
66471517001734,DPC II,DPC DISTRIBUIDOR ATACADISTA S/A,CIF
66471517000924,DPC III,DPC DISTRIBUIDOR ATACADISTA S/A,CIF
47079496000102,MARALOG,MARALOG DISTRIBUIÇÃO S/A,CIF
47079496000790,MARALOG II,MARALOG DISTRIBUIÇÃO S/A,CIF
79028502000180,LECLAIR,LECLAIR INDÚSTRIA E COMÉRCIO DE PERFUMES E COSMÉTICOS LTDA,CIF
61412110062002,DSP BA,DROGARIA SAO PAULO S A,CIF
05756446000164,LENÇOBRAS,LENÇOBRÁS INDUSTRIA E COMERCIO DE LENCOS UMEDECIDOS LTDA.,NAO_CONSIDERAR
04340523000138,SERVFARMASP,SERVFARMA SERVICOS DE ATENDIMENTO LTDA,NAO_CONSIDERAR
05958411000108,OKAJIMA,OKAJIMA DISTRIBUIÇÃO E COMERCIO LTDA,CIF
61585865134000,DROGASIL PE,RAIA DROGASIL S.A,CIF
76343748000159,AB PLAST,AB PLAST MANUFATURADOS PLASTICOS,NAO_CONSIDERAR
04660567000145,TBC,TBC PERFUMES E COSMETICOS LTDA,NAO_CONSIDERAR
45453214003681,PROFARMA PB,PROFARMA DISTR DE PR0D FARMACÊUTICOS S/A,CIF
84521053006502,TAPAJOS GUAJ,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,CIF
06029901000192,FAMA,FAMA DISTRIBUIÇÃO E LOGISTICA LTDA,CIF
15391651000127,DNC,DNC COMÉRCIO E DISTRIBUIÇÃO EIRELI,CIF
14273817000148,CABRAL,CABRAL E SOUSA LTDA,CIF
04558754000112,M BURTETT,M BURTETT COM DE VEICULOS LTDA,NAO_CONSIDERAR
83646984006906,ANGELONI,A.ANGELONI & CIA LTDA,CIF
04054534000151,DILNOR,DILNOR - DISTRIBUICAO E LOGISTICA DO NORDESTE LTDA,CIF
03775813000141,NORDIL,NORDIL NORDESTE DISTRIBUICAO E LOGISTICA LTDA,CIF
03775813000222,NORDIL II,NORDIL NORDESTE DISTRIBUICAO E LOGISTICA LTDA,CIF
07987265000174,RB DISTRIB,RB DISTRIBUIDORA E COMERCIO DE CONSUMO MED E MERCA EM GERAL LTDA,CIF
07987265000255,RB DISTRIB I,RB DISTRIBUIDORA E COMERCIO DE CONSUMO MED E MERCA EM GERAL LTDA,CIF
18928881000251,FARMASEMPRE,FARMASEMPRE LOGISTICA DE PROD DE HIGIENE LIMP E MEDIC LTDA,CIF
22417427000122,JR ATACADIST,J R ATACADISTA DE PRODUTOS DE HIGIENE LTDA,CIF
33304981000110,SUP MUNDIAL,SUPERMERCADOS MUNDIAL LTDA,CIF
17159943000164,LQF,LQF LABORATORIO QUIMICO FARMACEUTICO RIO PRETO EIRELI - ME,NAO_CONSIDERAR
79028502000342,LECLAIR CD,LECLAIR INDÚSTRIA E COMÉRCIO DE PERFUMES E COSMÉTICOS LTDA,NAO_CONSIDERAR
04552888000126,BIO SCIENTIF,BIO SCIENTIFIC INDUSTRIA COSMETICOS LTDA,NAO_CONSIDERAR
47508411254417,GPA RJ II,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,CIF
76089549000166,COML ESMERAL,COMERCIAL ESMERALDA LTDA,CIF
33130543002207,GUANABARA,CASAS GUANABARA COMESTIVEIS LTDA,CIF
10612134000117,ACTION BR,ACTION BR SOLUCOES EM PROMOCOES LTDA,NAO_CONSIDERAR
03112879000666,SASCAR II,SASCAR TECNOLOGIA E SEGURANCA AUTOMOTIVA SA,NAO_CONSIDERAR
16519945000154,CONTLOG,CONTLOG TRANSPORTES LTDA ME,NAO_CONSIDERAR
27093558004293,MILLS,"MILLS LOCACAO, SERVICOS E LOGISTICA S.A.",NAO_CONSIDERAR
06626253087508,PAGUE M. BA,EMPREENDIMENTOS PAGUE MENOS S/A,CIF
14685488000142,ARTLOG,A. T. L ARMAZENAGEM E MANUSEIO DIVERSOS EIRELI - ME,NAO_CONSIDERAR
00850928000246,TRANSCUNHASP,TRANSCUNHA LTDA,NAO_CONSIDERAR
43336056000124,CONGRAF,INDUSTRIA E COMERCIO GRAFICA CONSELHEIRO LTDA,NAO_CONSIDERAR
04899316034284,IMIFARMA PA,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,CIF
00285753002568,VENANCIO RJ,VENANCIO PRODUTOS FARMACEUTICOS LTDA,CIF
09944196000147,ELEMENTUM,ELEMENTUM LABORATORIO DE CONTROLE DE QUALIDADE LTDA - ME,NAO_CONSIDERAR
12241369000256,CLIF,CENTRO LOGISTICO INTEGRADO FASTCARGO S.A,NAO_CONSIDERAR
13475001000134,GLAMBOX,B4A COMERCIO DE COSMETICOS E SERVIÇOS S A,CIF
10970887001095,FEDEX SE,FEDEX BRASIL LOGISTICA E TRANSPORTE S/A,NAO_CONSIDERAR
49975923000310,LOJAS LIVIA,LOJAS LIVIA COSMETICOS LTDA,CIF
54375647003738,DROGAL,DROGAL FARMACEUTICA LTDA,CIF
74222563000160,SINTER,SINTER FUTURA LTDA.,NAO_CONSIDERAR
88085485001500,PLIMOR SC2,TRANSPORTADORA PLIMOR LTDA,NAO_CONSIDERAR
88085485004959,PLIMOR SP4,TRANSPORTADORA PLIMOR LTDA,NAO_CONSIDERAR
05206070000114,FAB. DE IDEI,FABRICA DE IDEIAS INDUSTRIA E COMERCIO DE DISPLAYS LTDA,NAO_CONSIDERAR
61585865163298,RAIA BA,RAIA DROGASIL S.A.,CIF
45884582000154,ABC ASS.,ASSOCIAÇÃO BRASILEIRA DE COSMETOLOGIA,NAO_CONSIDERAR
01695000000540,KGT SC,KGT TRANSPORTES LTDA - EPP,NAO_CONSIDERAR
10555731000238,DYSCAMP GO,DYSCAMP COMERCIO DE COSMETICOS EIRELI,FOB
10555731000157,DYSCAMP,DYSCAMP COMERCIO DE COSMETICOS EIRELI,FOB
28045448000140,ROGE PR,ROGE BELEZA COMERCIO E DISTRIBUIDORA DE COSMETICOS LTDA,FOB
07259339000156,LS LOG,LS LOG ARMAZENAGEM E LOGISTICA LTDA,NAO_CONSIDERAR
54801535001081,CENTRO METRO,CENTRO METROPOLITANO DE COSMETICOS LTDA,CIF
47960950000121,MAGAZINE LU.,MAGAZINE LUIZA S/A,CIF
61940292006410,STA CRUZ PB,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
05151226000107,EXPRES MINAS,EXPRESSO MINAS FRIOS LTDA,NAO_CONSIDERAR
00462691000145,UPS II,UPS SCS LOGISTICA BRASIL LTDA,NAO_CONSIDERAR
60665981000703,UNIAO QUIMIC,UNIAO QUIMICA FARMACEUTICA NACIONAL S A,NAO_CONSIDERAR
11291682000155,PAR. DOS AMI,TRANSPORTES E LOGÍSTICA PARADA DOS AMIGOS,NAO_CONSIDERAR
67171678000450,TECMACH,"TECMACH LOCACAO DE BENS MOVEIS, SERVICOS E COMERCIO LTDA",NAO_CONSIDERAR
07936410000198,ALINE MARQUE,ALINE MARQUES CONSULTORIA DE COMUNICAÇÃO LTDA,NAO_CONSIDERAR
05141242000119,AUTOHANDEL,AUTOHANDEL VEICULOS LTDA,NAO_CONSIDERAR
60665981000975,UNIAO QUIMI,UNIAO QUIMICA FARMACEUTICA NACIONAL S A,NAO_CONSIDERAR
04334187000110,NANOVETORES,NANOVETORES TECNOLOGIA S/A,NAO_CONSIDERAR
08915723000122,PRESS KITS,PRESS KITS CRIATIVOS EIRELI ME,NAO_CONSIDERAR
67171678000299,TECMACH1,"TECMACH LOCACAO DE BENS MOVEIS, SERVICOS E COMERCIO LTDA",NAO_CONSIDERAR
06099229000101,UNIP,ASSUPERO ENSINO SUPERIOR LTDA - UNIVERDADE PAULISTA - UNIP,NAO_CONSIDERAR
33014556088425,LOJAS AME MG,LOJAS AMERICANAS S/A,CIF
00634453001303,TSV SC,TSV TRANSPORTES RAPIDOS LTDA,NAO_CONSIDERAR
01149980000151,SET NET,SET NET ARMAZENAMENTO LOGISTICO LTDA,NAO_CONSIDERAR
28189078000115,DYSCAMP SP,DYSC BEAUTY COMÉRCIO E DISTRIBUIDORA DE COSMETICOS LTDA,FOB
88212113016014,SÃO JOÃO,COMERCIO DE MEDICAMENTOS BRAIR LTDA,CIF
06626253119809,PAGUE M. MG,EMPREENDIMENTOS PAGUE MENOS S/A,CIF
21372384000143,LOGIC PHARMA,LOGIC PHARMA LOGISTICA E ARMAZENS GERAIS LTDA,NAO_CONSIDERAR
22359813000105,DURACELL,DURACELL COMERCIAL E IMPORTADORA DO BRASIL LTDA,NAO_CONSIDERAR
07224991001530,NAZARIA PI 2,NAZARIA DISTR DE PRODS FARMACEUTICOS LTDA,CIF
61412110095350,DSP GO,DROGARIA SAO PAULO S A,CIF
04054511000147,EMPITEC,EMPITEC COMERCIAL LTDA,NAO_CONSIDERAR
05651966001508,D CENTER ES,D CENTER DISTRIBUIDORA LTDA,CIF
02558157079753,TELEFONIC BR,TELEFONICA BRASIL S.A. EMBU,NAO_CONSIDERAR
44363661000580,GLENMARK 2,GLENMARK FARMACEUTICA LTDA.,NAO_CONSIDERAR
05958411000299,OKAJIMA II,OKAJIMA DISTRIBUIÇÃO E COMERCIO LTDA,CIF
61549259006545,ONOFRE RJ,DROGARIA ONOFRE LTDA,CIF
61940292004981,STA CRUZ OLI,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
13472512000100,MILANO IND,MILANO SERVICOS LTDA,NAO_CONSIDERAR
32934245000182,PRESTIGE LTD,PRESTIGE SERVIÇOS EMPRESARIAIS LTDA,NAO_CONSIDERAR
97422620000150,BOMPREÇO BA,BOMPRECO BAHIA SUPERMERCADOS LTDA,CIF
13004510025840,BOMPREÇO PE,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,CIF
06057223036877,SENDAS SP,SENDAS DISTRIBUIDORA S A,CIF
22557790000143,MY BEAUTY,MY BEAUTY LAB INDUSTRIA E COMERCIO DE COSMÉTICOS EIRELI EPP,NAO_CONSIDERAR
11590488000332,SK RENTAL,SK RENTAL LOCAÇÃO DE EQUIPAMENTOS LTDA,NAO_CONSIDERAR
06281578000140,EMPI,EMPILHADEIRAS ITAJAÍ LTDA,NAO_CONSIDERAR
11590488000251,SK RENTAL PR,SK RENTAL LOCACAO DE EQUIPAMENTOS LTDA,NAO_CONSIDERAR
18328050000168,MAQBUSCA,MAQBUSCA LOCAÇÃO DE MAQUINAS E EQUIPAMENTOS LTDA ME,NAO_CONSIDERAR
00285753001324,VENANCIO ES,VENANCIO PRODUTOS FARMACEUTICOS LTDA,CIF
45453214002952,PROFARMA AL,PROFARMA DISTR DE PROD FARMACÊUTICOS S/A,CIF
06225952000190,ICARO EXPRES,ICARO EXPRESS LOGISITICS LTDA,NAO_CONSIDERAR
11193841000189,HILLO MG,HILLO COMERCIAL DO BRASIL LTDA,CIF
61585865212841,RAIA CE,RAIA DROGASIL S.A.,CIF
61585865184295,RAIA SP II,RAIA DROGASIL S/A,CIF
07471771000106,POSTAL,POSTAL TRANSPORTES E ARMAZENAGEM,NAO_CONSIDERAR
19426695000104,ANOVIS,ANOVIS INDUSTRIAL FARMACEUTICA LTDA.,NAO_CONSIDERAR
05022999000193,MNEMONIK,MNEMONIK COMUNICAÇÃO INTEGRADA LTDA,NAO_CONSIDERAR
07667439000383,IBIAPINA,COMERCIAL IBIAPINA LTDA,CIF
33381019000184,PRESTIGERP,PRESTIGERP EVENTOS,CIF
04899316053661,IMIFARMA SP,IMIFARMA PRODUTOS FARM E COSM SA,CIF
34095293000150,PRESTIGE RP,PRESTIGE RP EVENTOS 5 LTDA,NAO_CONSIDERAR
07224991001700,NAZARIA MA 2,NAZARIA DISTR DE PRODS FARMACEUTICOS LTDA,CIF
61585865223100,RAIA SP 2,RAIA DROGASIL S/A,CIF
82873068000735,GAM PR,GENESIO A MENDES & CIA LTDA,CIF
22104606000100,CRA MAIS,GRECO E GUERREIRO - SP ENVASE LTDA.,NAO_CONSIDERAR
13485130000294,ANB,PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI,CIF
84466424000136,DUNORTE,DUNORTE DIST DE PRODUTOS DE CONSUMO LTDA,CIF
34427999000171,DYSCAMP ES,PWS DISTRIBUIDORA DE COSMÉTICOS LTDA,FOB
18496652000124,ECOJOG,ECOJOG AMBIENTAL LTDA,CIF
01287021000100,ATHENAS,ATHENAS INDÚSTRIA E TERCEIRIZAÇÃO DE COSMÉTICOS,NAO_CONSIDERAR
02029746000234,BELLA PLUS,INDUSTRIAL E COMERCIAL BELLA PLUS LTDA,NAO_CONSIDERAR
07224991001883,NAZARIA PE 2,NAZARIA DISTR DE PRODS FARMACEUTICOS LTDA,CIF
10696062000133,LD COMERCIO,LD COMERCIO DE MATERIAIS PARA DIAGNOSTICO,NAO_CONSIDERAR
95591723012710,TNT-PEJAB,TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,NAO_CONSIDERAR
06057223036796,SENDAS PR 1,SENDAS DISTRIBUIDORA S A,CIF
06057223024780,SENDAS PR 2,SENDAS DISTRIBUIDORA S A,CIF
06057223034904,SENDAS PR 3,SENDAS DISTRIBUIDORA S A,CIF
06057223029900,SENDAS PR 4,SENDAS DISTRIBUIDORA S A,CIF
06057223027452,SENDAS PR 5,SENDAS DISTRIBUIDORA S A,CIF
06057223040041,SENDAS PI,SENDAS DISTRIBUIDORA S A,CIF
06057223039388,SENDAS AP,SENDAS DISTRIBUIDORA S A,CIF
04429478000435,SB PA,SB COMERCIO LTDA,CIF
06057223031808,SENDAS DF,SENDAS DISTRIBUIDORA S A,CIF
06057223031999,SENDAS DF 1,SENDAS DISTRIBUIDORA S A,CIF
06057223032022,SENDAS DF 2,SENDAS DISTRIBUIDORA S A,CIF
06057223034157,SENDAS DF 3,SENDAS DISTRIBUIDORA S A,CIF
06057223037172,SENDAS MG,SENDAS DISTRIBUIDORA S A,CIF
06057223039116,SENDAS PI 1,SENDAS DISTRIBUIDORA S A,CIF
06057223036443,SENDAS SE,SENDAS DISTRIBUIDORA S A,CIF
06057223040475,SENDAS SE1,SENDAS DISTRIBUIDORA S A,CIF
06057223029072,SENDAS MT,SENDAS DISTRIBUIDORA S A,CIF
06057223028262,SENDAS MT 2,SENDAS DISTRIBUIDORA S A,CIF
06057223039701,SENDAS PA,SENDAS DISTRIBUIDORA S A,CIF
06057223031050,SENDAS RN,SENDAS DISTRIBUIDORA S A,CIF
06057223032103,SENDAS PA 2,SENDAS DISTRIBUIDORA S A,CIF
06057223039620,SENDAS PA 3,SENDAS DISTRIBUIDORA S A,CIF
06057223022655,SENDAS CE,SENDAS DISTRIBUIDORA S A,CIF
06057223033347,SENDAS RJ,SENDAS DISTRIBUIDORA S A,CIF
06057223028858,SENDAS PE,SENDAS DISTRIBUIDORA S A,CIF
06057223036010,SENDAS BA,SENDAS DISTRIBUIDORA S A,CIF
06057223037687,SENDAS PA 4,SENDAS DISTRIBUIDORA S A,CIF
06057223035129,SENDAS PA 5,SENDAS DISTRIBUIDORA S A,CIF
06057223030674,SENDAS AL,SENDAS DISTRIBUIDORA S A,CIF
06057223038497,SENDAS AL 4,SENDAS DISTRIBUIDORA S A,CIF
06057223034238,SENDAS PI 2,SENDAS DISTRIBUIDORA S A,CIF
06057223029153,SENDAS MT 1,SENDAS DISTRIBUIDORA S A,CIF
06057223035552,SENDAS MG 1,SENDAS DISTRIBUIDORA S A,CIF
06057223030836,SENDAS PB 1,SENDAS DISTRIBUIDORA S A,CIF
06057223023031,SENDAS GO 1,SENDAS DISTRIBUIDORA S A,CIF
06057223030089,SENDAS AM 1,SENDAS DISTRIBUIDORA S A,CIF
13485130000103,PHARMA LOG,PHARMA LOG PRODUTOS FARMACEUTICOS LTDA,CIF
06057223038900,SENDAS AM 2,SENDAS DISTRIBUIDORA S A,CIF
06057223021926,SENDAS CE 1,SENDAS DISTRIBUIDORA S A,CIF
06057223029668,SENDAS PB 2,SENDAS DISTRIBUIDORA S A,CIF
06057223034319,SENDAS GO 3,SENDAS DISTRIBUIDORA S A,CIF
06057223037253,SENDAS GO 4,SENDAS DISTRIBUIDORA S A,CIF
06057223032375,SENDAS GO 5,SENDAS DISTRIBUIDORA S A,CIF
06057223022906,SENDAS GO 6,SENDAS DISTRIBUIDORA S A,CIF
06057223036958,SENDAS GO 7,SENDAS DISTRIBUIDORA S A,CIF
06057223040203,SENDAS RO 1,SENDAS DISTRIBUIDORA S A,CIF
06057223039469,SENDAS AL 2,SENDAS DISTRIBUIDORA S A,CIF
06057223039205,SENDAS GO 8,SENDAS DISTRIBUIDORA S A,CIF
06057223040394,SENDAS PR,SENDAS DISTRIBUIDORA S A,CIF
06057223036362,SENDAS AM 3,SENDAS DISTRIBUIDORA S A,CIF
06057223030240,SENDAS MS 1,SENDAS DISTRIBUIDORA S A,CIF
06057223030321,SENDAS MS 2,SENDAS DISTRIBUIDORA S A,CIF
06057223030917,SENDAS MS 3,SENDAS DISTRIBUIDORA S A,CIF
06057223034419,SENDAS GO 10,SENDAS DISTRIBUIDORA S A,CIF
44463156002551,SERVIMED MS,SERVIMED COMERCIAL LTDA,CIF
07575651000159,GOL,GOL LINHAS AEREAS,NAO_CONSIDERAR
28327684000150,AMAZON TRANS,RRS SERVIÇOS AUXILIARES DE TRANSPORTES AÉREO,NAO_CONSIDERAR
09549223000187,ROBERTO C,ROBERTO CARLOS BELINA ME,CIF
01436319000208,NOVA RIOTEL,NOVA RIOTEL EMPREENDIMENTOS HOTELEIROS LTDA,CIF
01206820002655,PANARELLO PA,PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,FOB
06057223040122,SENDAS MA 1,SENDAS DISTRIBUIDORA S A,CIF
25102146006614,IRM MATTAR,IRMAOS MATTAR & CIA LTDA,NAO_CONSIDERAR
06274825000180,BR HUB TRADE,BR HUB TRADE,CIF
06057223041013,SENDAS MS 4,SENDAS DISTRIBUIDORA S A,CIF
33014556091990,LOJAS AM SP2,LOJAS AMERICANAS S/A,CIF
33014556179145,LOJAS AM RS,LOJAS AMERICANAS S/A,CIF
33014556082060,LOJAS AM RJ,LOJAS AMERICANAS S/A,CIF
33014556178505,LOJAS AM MG,LOJAS AMERICANAS S/A,CIF
33014556179498,LOJAS AM PA,LOJAS AMERICANAS S/A,CIF
11635171000456,TAKEDA,TAKEDA DISTRIBUIDORA LTDA,NAO_CONSIDERAR
01239313000160,EPOCA COSM,CAMPOS FLORIDOS COMERCIO DE COSMETICOS LTDA,CIF
11724258000157,BELEZA.COM,BELEZA.COM COM DE PROD. DE BELEZA E SERV CABELEREIROS S/A,CIF
05054671002526,LIDER COMER,LIDER COMERCIO E INDUSTRIA LTDA,CIF
57508426000844,COOP,COOP - COOPERATIVA DE CONSUMO,CIF
10877246000108,DISLAB SP,DISLAB COMERCIAL FARMACEUTICA LTDA,CIF
17715064000171,DISLAB GO,DISLAB GO COMERCIAL FARMACEUTICA LTDA,CIF
31872495000172,BANCO C6,BANCO C6 S/A,CIF
64963044000108,FARMA DELIVE,FARMACLUBE DROGARIAS LTDA,CIF
01239313000402,EPOCA COSME,CAMPOS FLORIDOS COMERCIO DE COSMETICOS LTDA,CIF
06052228000101,CENTRAL ÚNIC,CENTRAL ÚNICA DAS FAVELAS DO RIO DE JANEIRO,NAO_CONSIDERAR
06057223040556,SENDAS,SENDAS DISTRIBUIDORA S/A,CIF
07399636002817,CD DEC MINAS,DECMINAS DISTRIBUIÇÃO E LOGÍSTICA SA.,CIF
06057223041285,SENDAS CE 2,SENDAS DISTRUIBUIDORA S/A,CIF
06057223041609,SENDAS MA 2,SENDAS DISTRUIBUIDORA S/A,CIF
06057223041102,SENDAS MA 3,SENDAS DISTRUIBUIDORA S/A,CIF
61940292006500,STA CRUZ RN,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
19351498000165,CUFA SP,CLUBE DA COMUNIDADE PARQUE SANTO ANTONIO (P.S.A.),NAO_CONSIDERAR
88085485000104,PLIMOR RS4,TRANSPORTADORA PLIMOR LTDA,NAO_CONSIDERAR
33014556150163,LOJAS AME RJ,LOJAS AMERICANAS S.A,CIF
33014556186273,LOJAS AME PR,LOJAS AMERICANAS S.A,CIF
06057223042095,SENDAS RJ 1,SENDAS DISTRIBUIDORA S.A,CIF
01520248000227,DISMELO AM,MARQUES & MELO LTDA,CIF
06057223034408,SENDAS GO 11,SENDAS DISTRIBUIDORA S A,CIF
07272350000156,POP TRADE,POP TRADE MARKETING E CONSULTORIA LTDA,NAO_CONSIDERAR
47960950034450,MAGALU MG,MAGAZINE LUIZA S A,CIF
47960950075725,MAGALU PB,MAGAZINE LUIZA S A,CIF
47960950041901,MAGALU RS,MAGAZINE LUIZA S A,CIF
47960950003902,MAGALU SP,MAGAZINE LUIZA S A,CIF
47960950058804,MAGALU SP 4,MAGAZINE LUIZA S A,CIF
21551379000793,BECTON,BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA,NAO_CONSIDERAR
61585865242244,RAIA RS,RAIA DROGASIL S.A.,CIF
29011429000166,IBIAPINA CE,MED MAIS SAUDE LTDA,CIF
10812314000142,NUTRISENIOR,"NUTRISENIOR INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS",NAO_CONSIDERAR
00501618000135,SESTINI,SESTINI MERCANTIL LTDA,NAO_CONSIDERAR
47508411251906,GPA RJ III,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,CIF
18233211002698,FLBR - SC,"FL BRASIL HOLDING, LOGISTICA E TRANSPORTE LTDA",NAO_CONSIDERAR
04125363000104,BARONG,INSTITUTO CULTURAL BARONG,NAO_CONSIDERAR
76360874000111,INPLAVEL,INPLAVEL INDUSTRIA DE PLÁSTICOS LTDA,NAO_CONSIDERAR
50662246000105,FIABILA,FIABILA BRASIL LTDA IND. DE COMESTICOS LTDA,NAO_CONSIDERAR
43214055000107,MARTINS,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S A,FOB
43214055001774,MARTINS AM,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S A,FOB
43214055001189,MARTINS BA,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S A,FOB
43214055004013,MARTINS GO,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S A,FOB
43214055002665,MARTINS MA,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S A,FOB
57508426007695,COOP SP,COOP COOPERATIVA DE CONSUMO,CIF
57508426007776,COOP SP 2,COOP COOPERATIVA DE CONSUMO,CIF
60409075054082,NESTLE NOVO,NESTLE BRASIL LTDA,NAO_CONSIDERAR
04899316035175,IMIFARMA MA,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,CIF
08873972000100,GIGANTO,GIGANTO ON LINE IMP E COMERCIO LTDA,CIF
06057223041870,SENDAS MT 3,SENDAS DISTRIBUIDORA S A,CIF
61940292006259,STA CRUZ MT,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
45453214003843,PROFARMA RN,PROFARMA DISTR DE PROD FARMACÊUTICOS S/A,CIF
33014556186192,LOJAS AME BA,LOJAS AMERICANAS S/A,CIF
34320383000105,CRUZ & CRUZ,CRUZ & CRUZ IMPORTAÇÃO E EXPORTAÇÃO DE COSMETICOS LTDA,CIF
84305440000147,LAR E JUVENT,INSTITUTO LAR E JUVENTUDE DE ASSISTENCIA E EDUCACAO,NAO_CONSIDERAR
43575877000466,DROGARIA NOV,DROGARIA NOVA ESPERANÇA EIRELI,CIF
07122223000170,FARMIX,FARMIX DISTRIBUIDORA DE MEDICAMENTOS,CIF
07179544000101,ABC,ABC EMPILHADEIRAS LTDA,NAO_CONSIDERAR
07224991002006,NAZARIA MA 3,NAZARIA DISTR DE PRODS FARMACEUTICOS LTDA,CIF
33041260159430,VIA VAREJO,VIA VAREJO S/A,CIF
33041260094711,VIA VAREJO 2,VIA VAREJO S/A,CIF
33041260048604,VIA VAREJO 3,GRUPO CASAS BAHIA S.A.,CIF
33041260146371,VIA VAREJO 4,VIA VAREJO S/A,CIF
33014556186435,LOJAS AM CE,LOJAS AMERICANAS S/A-,CIF
03007331000818,EBAZAR,EBAZAR.COM.BR.LTDA,CIF
35933374000144,SHOPPER 2,SHOPPER COMERCIO BEAUTY LTDA,CIF
37953357000102,LA CASA,LA CASA CRIATIVA LTDA,NAO_CONSIDERAR
92665611051162,DIMED PR 2,DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,CIF
47960950166607,MAGALU RJ,MAGAZINE LUIZA S A,CIF
09080907000506,GENOMMA MG,GENOMMA LABORATORIES DO BRASIL LTDA,NAO_CONSIDERAR
89141329000186,REQUIPEL,REQUIPEL COMERCIAL DE EQUIPAMENTOS LTDA,NAO_CONSIDERAR
15436940000367,AMAZON SP,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
15436940000448,AMAZON SP 2,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
15436940000871,AMAZON SP 3,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
15436940001096,AMAZON DF,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
15436940000952,AMAZON MG,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
15436940000529,AMAZON PE,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
15436940001177,AMAZON RS,AMAZON SERVICOS DE VAREJO BRASIL LTDA,CIF
06057223042508,SENDAS MT 4,SENDAS DISTRIBUIDORA S A,CIF
17438997000169,PRATIKA,K LOGISTICA LTDA,CIF
62327663000172,FUND ARNALDO,FUNDAÇÃO ARNALDO VIEIRA DE CARVALHO,CIF
12787333000191,B.DROPS S.A.,B.DROPS S.A.,NAO_CONSIDERAR
14131317000171,ALCANCE,ALCANCE LOCAÇÃO E COMÉRCIO DE MÁQUINAS LTDA.,NAO_CONSIDERAR
07586045000139,YEP SOLUTION,RB CODE-COMERCIO E SERVICOS DE PRODUTOS E SOLUCOES EM TI LTDA,NAO_CONSIDERAR
04429478017915,SB BELEM,SB COMERCIO LTDA,CIF
04921401000135,LAB SYSTEM,INSTITUTO LAB SYSTEM DE PESQUISAS E ENSAIOS LTDA,NAO_CONSIDERAR
06057223043148,SENDAS AC,SENDAS DISTRIBUIDORA S/A,CIF
11724258000580,BELEZA PR,BELEZA.COM COM DE PROD. DE BELEZA E SERV CABELEREIROS S/A,CIF
05999089000246,DISLAB ES,DISLAB COMERCIAL FARMACEUTICA LTDA,CIF
06057223043571,SENDAS AM 4,SENDAS DISTRIBUIDORA S A,CIF
01323588000187,DPA LOGISTIC,DPA LOGISTICA APLICADA E TRANSPORTES LTDA,NAO_CONSIDERAR
04820606000124,GIROTRADE,GIROTRADE S A,CIF
08241229000120,MILFARMA,MILFARMA COMERCIAL LTDA,CIF
28641104000102,CIFORTE,CIFORTE COMERCIO INTERNACIONAL E NACIONAL LTDA,CIF
29113570000170,FILL CONTENT,DMV LOCACOES LTDA,NAO_CONSIDERAR
15769911000155,MKT LOG,MKT LOG LOGISTICA INTEGRADA LTDA,NAO_CONSIDERAR
84487131000640,MAPEMI RR,MAPEMI BR MAT MEDICOS E ODONT LTDA,CIF
06057223044110,SENDAS GO 9,SENDAS DISTRIBUIDORA S A,CIF
61940292006682,STA CRUZ AM,DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA,FOB
